Int32,String,DateTime,Double,Int32,Double,String,String,Double,Boolean,String,String,String,String,String,Int32,String,String,String,String
14688,7657000225,20140719T000000,205000,3,1,[692-892],[7279-8029],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1944,98178,[1152-1402],[7251-7650],[200000-300000)
14689,2524000050,20141212T000000,1.39E+06,3,3.5,[4109-4309],[21510-37540],2,0,Very Poor,OK,Good Quality And Desgin,[3290-3539],[614-764],1994,98040,[2909-3159],[13651-14050],[1300000-1400000)
14690,2848700585,20150424T000000,255000,1,1,[692-892],[4275-5025],1,0,Poor,OK,Average Quality And Design,[540-789],[161-311],1936,98106,[1905-2155],[4851-5250],[200000-300000)
14691,7370600045,20150402T000000,640000,3,1.75,[1496-1696],[8030-8780],1,0,OK,OK,Good Quality And Desgin,[1540-1789],NoBasement,1950,98177,[1654-1904],[7651-8050],[600000-700000)
14692,1839500115,20140712T000000,320000,4,1.5,[2099-2299],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[916-1066],1961,98056,[1654-1904],[7251-7650],[300000-400000)
14693,1370803730,20150126T000000,578000,3,1.5,[1496-1696],[5777-6527],1.5,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,1937,98199,[1403-1653],[5651-6050],[500000-600000)
14694,2310030510,20150422T000000,320000,4,2.25,[1496-1696],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1993,98038,[1403-1653],[6051-6450],[300000-400000)
14695,7312000240,20140623T000000,442000,4,2.5,[2501-2701],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,1990,98059,[2407-2657],[8051-8450],[400000-500000)
14696,6821102340,20150504T000000,415000,3,1.5,[1295-1495],[1270-2020],2,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1945,98199,[1403-1653],[1651-1850],[400000-500000)
14697,4399210130,20140626T000000,225500,2,1.75,[1496-1696],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[1540-1789],NoBasement,1972,98002,[1654-1904],[10451-10850],[200000-300000)
14698,9550200650,20140506T000000,499000,2,1.75,[1094-1294],[2021-3523],1,0,Very Poor,Good,Average Quality And Design,[540-789],[312-462],1903,98103,[1403-1653],[3851-4050],[400000-500000)
14699,9828201020,20141031T000000,427500,3,1,[1295-1495],[3524-4274],1.5,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1925,98122,[1403-1653],[3451-3650],[400000-500000)
14700,1088810040,20150320T000000,627250,4,2.5,[2702-2902],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1993,98011,[2909-3159],[9251-9650],[600000-700000)
14701,2024059111,20141023T000000,820000,3,3,[3707-3907],[37541-54862],2,0,Poor,OK,Good Quality And Desgin,[3790-4039],NoBasement,2000,98006,[2909-3159],[13651-14050],[800000-900000)
14702,6306400140,20140612T000000,1.10E+06,0,0,[2903-3103],[4275-5025],3.5,0,OK,OK,Average Quality And Design,[3040-3289],NoBasement,1990,98102,[2156-2406],[3851-4050],[1100000-1200000)
14703,1432600415,20140919T000000,215000,3,1,[1094-1294],[7279-8029],1,0,Very Poor,Good,Bad Quality And Design,[1040-1289],NoBasement,1958,98058,[1152-1402],[7251-7650],[200000-300000)
14704,7298050110,20150303T000000,420000,4,2.5,[3305-3505],[10283-11870],2,0,Very Poor,OK,Very High Quality and Design,[3290-3539],NoBasement,1990,98023,[3411-3661],[10851-11250],[400000-500000)
14705,8084900160,20150212T000000,2.64E+06,5,4.25,>=4511,[14751-21509],2,0,OK,OK,Very High Quality and Design,>=4290,NoBasement,2005,98004,[3160-3410],[13651-14050],[2600000-2700000)
14706,8961990090,20140624T000000,535000,3,2.5,[1898-2098],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1999,98074,[1403-1653],[5251-5650],[500000-600000)
14707,5152980070,20150102T000000,514500,4,2.5,[2903-3103],[9532-10282],1,0,OK,Good,Good Quality And Desgin,[1540-1789],[1218-1368],1976,98003,[3160-3410],[12051-12450],[500000-600000)
14708,7203101290,20141020T000000,394000,3,2.5,[1496-1696],[3524-4274],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2008,98053,[1654-1904],[4051-4450],[300000-400000)
14709,9533100285,20140630T000000,2.07E+06,4,3.75,[4310-4510],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,>=4290,NoBasement,2013,98004,[2156-2406],[8451-8850],[2000000-2100000)
14710,8856004415,20150325T000000,168000,3,1,[1094-1294],[7279-8029],1.5,0,Very Poor,Good,Bad Quality And Design,[1040-1289],NoBasement,1913,98001,[1152-1402],[9251-9650],[100000-200000)
14711,9542890100,20141229T000000,415000,2,2.25,[1094-1294],[2021-3523],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],NoBasement,2010,98052,[901-1151],[1651-1850],[400000-500000)
14712,871001980,20140506T000000,910000,3,3.5,[2903-3103],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],[916-1066],1954,98199,[1905-2155],[4851-5250],[900000-1000000)
14713,7175300045,20141112T000000,402300,3,1.75,[1295-1495],[3524-4274],1,0,Very Poor,OK,Average Quality And Design,[790-1039],[463-613],1926,98115,[1152-1402],[4451-4850],[400000-500000)
14714,3520069033,20140623T000000,230000,3,1,[1496-1696],>=54863,1.5,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1919,98022,[1654-1904],[13651-14050],[200000-300000)
14715,2810100007,20150506T000000,419950,3,2.25,[1094-1294],<=1269,3,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],NoBasement,2014,98136,[1152-1402],[1051-1250],[400000-500000)
14716,2788400315,20140922T000000,265000,3,1,[1295-1495],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[312-462],1961,98168,[1403-1653],[7651-8050],[200000-300000)
14717,5104520720,20140930T000000,353500,4,2.5,[1697-1897],[8781-9531],2,0,Very Poor,OK,Average Quality And Design,[1540-1789],NoBasement,2004,98038,[1905-2155],[5251-5650],[300000-400000)
14718,4077800088,20140811T000000,699950,4,2,[1898-2098],[7279-8029],1,0,Poor,Excellent,Average Quality And Design,[1040-1289],[765-915],1941,98125,[2156-2406],[7651-8050],[600000-700000)
14719,5249800729,20150330T000000,680000,6,3.5,[2903-3103],[5777-6527],2,0,OK,OK,Good Quality And Desgin,[2290-2539],[463-613],1969,98118,[1654-1904],[6051-6450],[600000-700000)
14720,6169901130,20140911T000000,1.39E+06,3,3,[2300-2500],[3524-4274],2,0,Good,Good,Good Quality And Desgin,[1790-2039],[614-764],1911,98119,[2407-2657],[3451-3650],[1300000-1400000)
14721,629420100,20140926T000000,722000,4,2.75,[3104-3304],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[3040-3289],NoBasement,2005,98075,[3160-3410],[5651-6050],[700000-800000)
14722,1324300018,20141121T000000,476000,2,2.25,[1094-1294],[1270-2020],3,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],NoBasement,1999,98103,[901-1151],[1251-1450],[400000-500000)
14723,9407600070,20150319T000000,290000,3,2,[1295-1495],[5777-6527],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1988,98038,[901-1151],[6051-6450],[200000-300000)
14724,7454001405,20150403T000000,387500,4,1,[1295-1495],[6528-7278],2,0,Very Poor,OK,Bad Quality And Design,[1290-1539],NoBasement,1942,98146,[901-1151],[6051-6450],[300000-400000)
14725,2767602356,20150126T000000,675000,4,3.5,[2099-2299],[2021-3523],3,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,2005,98107,[1403-1653],[2251-2450],[600000-700000)
14726,9197800010,20141017T000000,1.46E+06,4,3.5,[4109-4309],[11871-14750],2,0,OK,OK,Very High Quality and Design,[3540-3789],[463-613],1996,98040,[3662-3912],[13651-14050],[1400000-1500000)
14727,3278605590,20140926T000000,375000,3,2.5,[1496-1696],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,2011,98126,[1152-1402],[1451-1650],[300000-400000)
14728,8682320900,20141105T000000,580000,3,2,[1697-1897],[5026-5776],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2009,98053,[1654-1904],[4851-5250],[500000-600000)
14729,3904902510,20140512T000000,690000,4,2.5,[2501-2701],[11871-14750],2,0,Very Poor,Good,Good Quality And Desgin,[2540-2789],NoBasement,1989,98029,[2407-2657],[10851-11250],[600000-700000)
14730,7282300095,20140709T000000,295000,2,1,[692-892],[5777-6527],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],NoBasement,1953,98133,[1152-1402],[6851-7250],[200000-300000)
14731,1727500390,20141030T000000,450000,4,2.25,[1697-1897],[6528-7278],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[614-764],1972,98034,[1654-1904],[6451-6850],[400000-500000)
14732,2787700210,20140916T000000,360000,5,2.5,[2099-2299],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],[765-915],1968,98059,[1654-1904],[7251-7650],[300000-400000)
14733,257000138,20150115T000000,280000,2,1,[692-892],[14751-21509],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1923,98168,[901-1151],[13651-14050],[200000-300000)
14734,8163300320,20140614T000000,850000,5,2.75,[2903-3103],[11871-14750],1,0,Very Poor,Excellent,Good Quality And Desgin,[1540-1789],[1218-1368],1968,98027,[3662-3912],[13651-14050],[800000-900000)
14735,2420069278,20150319T000000,287000,3,2.5,[1697-1897],[8030-8780],1.5,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1926,98022,[1403-1653],[12051-12450],[200000-300000)
14736,6083000071,20141110T000000,195000,3,2,[1094-1294],[8030-8780],1.5,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1959,98168,[901-1151],[10051-10450],[100000-200000)
14737,7935000125,20140605T000000,440000,3,1,[893-1093],[7279-8029],1,0,Very Poor,OK,Bad Quality And Design,[1040-1289],NoBasement,1900,98136,[1152-1402],[7251-7650],[400000-500000)
14738,3277800823,20140820T000000,327000,2,2,[1295-1495],[1270-2020],2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[161-311],2009,98126,[1152-1402],[1451-1650],[300000-400000)
14739,2922701085,20150327T000000,543000,2,1,[893-1093],[4275-5025],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],NoBasement,1910,98117,[1152-1402],[4451-4850],[500000-600000)
14740,1924069115,20150224T000000,873000,3,2.25,[2702-2902],[37541-54862],2,0,Very Poor,OK,Very High Quality and Design,[2540-2789],NoBasement,1997,98027,[3160-3410],[13651-14050],[800000-900000)
14741,2473002060,20140519T000000,442500,3,1.75,[1697-1897],[9532-10282],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,1967,98058,[1905-2155],[10051-10450],[400000-500000)
14742,2425049066,20140616T000000,1.92E+06,4,2.5,[2903-3103],[21510-37540],1,0,Good,Good,Good Quality And Desgin,[2040-2289],[916-1066],1950,98039,[3662-3912],[13651-14050],[1900000-2000000)
14743,6844702690,20150427T000000,476500,3,1,[1094-1294],[5777-6527],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[161-311],1945,98115,[1403-1653],[6051-6450],[400000-500000)
14744,6638900405,20141208T000000,405000,2,1,[692-892],[5777-6527],1,0,Very Poor,OK,Bad Quality And Design,[790-1039],NoBasement,1942,98117,[1403-1653],[3651-3850],[400000-500000)
14745,1085610030,20140801T000000,725500,4,2.5,[2702-2902],>=54863,2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,1997,98053,[2658-2908],[13651-14050],[700000-800000)
14746,2620069077,20150422T000000,215000,3,1,[692-892],[7279-8029],1,0,OK,Good,Bad Quality And Design,[790-1039],NoBasement,1940,98022,[901-1151],[7251-7650],[200000-300000)
14747,9265410090,20141008T000000,160000,3,1.75,[1295-1495],[7279-8029],2,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1990,98001,[1403-1653],[7651-8050],[100000-200000)
14748,731500170,20150422T000000,342000,4,2.25,[1898-2098],[3524-4274],2,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],NoBasement,2013,98030,[1654-1904],[3451-3650],[300000-400000)
14749,1972205338,20150418T000000,550000,3,3.5,[1295-1495],<=1269,2,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[161-311],2007,98119,[1403-1653],[2851-3050],[500000-600000)
14750,6412100092,20150105T000000,362500,3,1,[1496-1696],[8781-9531],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1954,98125,[1152-1402],[6851-7250],[300000-400000)
14751,2787000040,20141003T000000,285000,3,1.5,[1697-1897],[37541-54862],1,0,Very Poor,OK,Average Quality And Design,[1790-2039],NoBasement,1953,98168,[1654-1904],[13651-14050],[200000-300000)
14752,2297400020,20140902T000000,392000,3,2.25,[1697-1897],[6528-7278],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[463-613],1974,98034,[1905-2155],[7651-8050],[300000-400000)
14753,1725059127,20150225T000000,2.35E+06,6,4.25,>=4511,[10283-11870],2,0,OK,OK,Very High Quality and Design,[4040-4289],[1218-1368],2014,98033,[3411-3661],[11251-11650],[2300000-2400000)
14754,6669020290,20150304T000000,279950,3,1.75,[1697-1897],[9532-10282],1,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1978,98032,[1905-2155],[8051-8450],[200000-300000)
14755,4157600180,20150223T000000,598780,4,2.25,[2903-3103],[11871-14750],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],[1520-1670],1963,98007,[2407-2657],[12051-12450],[500000-600000)
14756,7853302180,20150409T000000,451000,4,2.5,[2300-2500],[5026-5776],2,0,Very Poor,OK,Average Quality And Design,[2290-2539],NoBasement,2006,98065,[1905-2155],[5251-5650],[400000-500000)
14757,5438000280,20150415T000000,325000,3,1.75,[2903-3103],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[2790-3039],NoBasement,1964,98055,[1403-1653],[10451-10850],[300000-400000)
14758,3876312350,20141202T000000,466000,4,2.25,[2099-2299],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[916-1066],1976,98072,[1654-1904],[7651-8050],[400000-500000)
14759,1432900150,20150406T000000,320000,4,1.75,[1697-1897],[7279-8029],1,0,Very Poor,Excellent,Average Quality And Design,[1040-1289],[614-764],1962,98058,[1403-1653],[8451-8850],[300000-400000)
14760,7197350050,20140701T000000,507500,3,1.75,[1898-2098],[9532-10282],1,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],[765-915],1977,98052,[1905-2155],[9651-10050],[500000-600000)
14761,4166800080,20141020T000000,340000,4,2.5,[2300-2500],[7279-8029],2,0,Very Poor,OK,Good Quality And Desgin,[2290-2539],NoBasement,2007,98023,[2658-2908],[7251-7650],[300000-400000)
14762,2468800040,20150410T000000,330000,3,2.5,[1898-2098],[21510-37540],1,0,Very Poor,Good,Good Quality And Desgin,[1540-1789],[312-462],1980,98022,[1905-2155],[13651-14050],[300000-400000)
14763,6744700424,20140626T000000,537000,3,3,[2300-2500],[7279-8029],2,0,OK,OK,Average Quality And Design,[2290-2539],NoBasement,1942,98155,[2407-2657],[7251-7650],[500000-600000)
14764,3744000150,20140928T000000,531155,4,2.75,[2702-2902],[5026-5776],2,0,Very Poor,OK,Good Quality And Desgin,[2790-3039],NoBasement,2014,98038,[2909-3159],[4851-5250],[500000-600000)
14765,8106100105,20141114T000000,3.85E+06,4,4.25,>=4511,[14751-21509],2,1,Excellent,Good,Very High Quality and Design,>=4290,NoBasement,1980,98040,>=3913,[13651-14050],[3800000-3900000)
14766,1517900100,20141021T000000,499000,4,2.5,[2501-2701],[10283-11870],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,2004,98019,[2156-2406],[5251-5650],[400000-500000)
14767,2788500090,20141219T000000,309000,3,1,[1697-1897],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[765-915],1961,98168,[1654-1904],[8051-8450],[300000-400000)
14768,5393601050,20140509T000000,445000,4,2,[1496-1696],[5777-6527],1,0,Very Poor,Excellent,Average Quality And Design,[790-1039],[614-764],1959,98144,[1403-1653],[5651-6050],[400000-500000)
14769,9269200831,20140825T000000,392000,3,1,[893-1093],[5777-6527],1,0,Very Poor,Good,Bad Quality And Design,[790-1039],[161-311],1945,98126,[901-1151],[6051-6450],[300000-400000)
14770,7600057,20140805T000000,520000,3,2,[1295-1495],[2021-3523],2,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1902,98122,[1654-1904],[3851-4050],[500000-600000)
14771,5021900265,20140702T000000,659000,4,2,[1898-2098],[10283-11870],1,0,Very Poor,Good,Average Quality And Design,[2040-2289],NoBasement,1951,98040,[1905-2155],[10451-10850],[600000-700000)
14772,4045500625,20140822T000000,935000,3,3.25,[3707-3907],[37541-54862],2,0,Very Poor,OK,Good Quality And Desgin,[3540-3789],NoBasement,1998,98014,[1654-1904],[13651-14050],[900000-1000000)
14773,3329530200,20140910T000000,205000,3,2,[1295-1495],[8030-8780],1,0,Very Poor,OK,Average Quality And Design,[1290-1539],NoBasement,1985,98001,[1403-1653],[8851-9250],[200000-300000)
14774,2426049168,20141017T000000,447450,3,2.25,[1496-1696],[6528-7278],2,0,Very Poor,OK,Good Quality And Desgin,[1540-1789],NoBasement,1991,98034,[1403-1653],[7251-7650],[400000-500000)
14775,8044200200,20150226T000000,401000,2,1.5,[1094-1294],[2021-3523],2,0,Very Poor,Good,Average Quality And Design,[1040-1289],NoBasement,1983,98052,[1152-1402],[2451-2650],[400000-500000)
14776,7135521680,20140522T000000,665000,4,2.5,[2501-2701],[14751-21509],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1996,98059,[2909-3159],[11251-11650],[600000-700000)
14777,3220200040,20140616T000000,1.71E+06,3,3.25,[2903-3103],[5026-5776],3,0,Good,Good,Good Quality And Desgin,[2290-2539],[463-613],1978,98109,>=3913,[5251-5650],[1700000-1800000)
14778,7212650240,20150223T000000,342000,3,2,[2099-2299],[7279-8029],1,0,Very Poor,OK,Good Quality And Desgin,[2040-2289],NoBasement,1992,98003,[1905-2155],[6851-7250],[300000-400000)
14779,5469501410,20140917T000000,490000,4,2.5,[3305-3505],[11871-14750],1,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],[1369-1519],1977,98042,[3411-3661],[13651-14050],[400000-500000)
14780,5252000200,20141210T000000,357000,5,2.5,[2702-2902],[11871-14750],2,0,Very Poor,OK,Good Quality And Desgin,[2540-2789],NoBasement,1987,98031,[1403-1653],[9651-10050],[300000-400000)
14781,2225059118,20141202T000000,949000,4,2.75,[2903-3103],[37541-54862],1,0,Very Poor,Good,Good Quality And Desgin,[1790-2039],[1067-1217],1973,98005,[2909-3159],[13651-14050],[900000-1000000)
14782,1311910300,20150204T000000,260000,5,2.25,[2300-2500],[5777-6527],1,0,Very Poor,Good,Average Quality And Design,[1040-1289],[916-1066],1967,98001,[1654-1904],[7251-7650],[200000-300000)
14783,8151600142,20150512T000000,319950,5,1.75,[1697-1897],[11871-14750],1,0,Very Poor,OK,Average Quality And Design,[1040-1289],[614-764],1958,98146,[901-1151],[10051-10450],[300000-400000)
14784,6450304130,20140505T000000,329950,2,1,[1094-1294],[5026-5776],1.5,0,Very Poor,Good,Bad Quality And Design,[1040-1289],NoBasement,1949,98133,[1403-1653],[4851-5250],[300000-400000)
14785,7549802600,20140528T000000,335000,4,2,[1295-1495],[2021-3523],1,0,Very Poor,Excellent,Bad Quality And Design,[540-789],[614-764],1910,98108,[1403-1653],[6051-6450],[300000-400000)
14786,393000045,20141226T000000,415000,5,1.75,[3506-3706],[8781-9531],1,0,Very Poor,OK,Good Quality And Desgin,[1790-2039],>= 1671,1957,98178,[2156-2406],[6451-6850],[400000-500000)
14787,8848400020,20150327T000000,430000,3,1.75,[1496-1696],[8030-8780],1,0,Very Poor,Good,Average Quality And Design,[790-1039],[463-613],1947,98133,[1654-1904],[8051-8450],[400000-500000)
14788,4310703083,20140523T000000,355000,3,2,[1094-1294],<=1269,3,0,Very Poor,OK,Good Quality And Desgin,[1040-1289],NoBasement,2007,98103,[1152-1402],[1251-1450],[300000-400000)
14789,2856100125,20141001T000000,439000,2,1,[692-892],[5026-5776],1,0,Very Poor,OK,Average Quality And Design,[790-1039],NoBasement,1945,98117,[1152-1402],[4851-5250],[400000-500000)
14790,3626039268,20140516T000000,540000,1,1,[1094-1294],[6528-7278],1.5,0,Very Poor,OK,Average Quality And Design,[1040-1289],NoBasement,1920,98103,[1152-1402],[6451-6850],[500000-600000)
14791,2223059099,20140709T000000,284000,3,1.5,[1496-1696],[9532-10282],1,0,Very Poor,Good,Average Quality And Design,[1290-1539],NoBasement,1957,98058,[1403-1653],[10851-11250],[200000-300000)
